"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Comments,Saves,Follows
18039675941606602,17841446494080465,oigetit_sa,"Oigetit - South Africa","In an unexpected development, authorities have confirmed that the mother of a seven-year-old girl, Cwecwe, who was allegedly sexually abused at her school in the Eastern Cape, was involved in a car accident.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #cwecwe #justiceforcwecwe",0,"04/06/2025 06:21",https://www.instagram.com/p/DIG0onwMpVE/,"IG image",,Lifetime,115,94,2,0,0,1,
18060852113097448,17841446494080465,oigetit_sa,"Oigetit - South Africa","Tyla turned heads at the 2025 Billboard Women in Music Awards in Los Angeles on Saturday, wearing a black spider-woman style see-through knit dress by Jean Paul Gaultier. 

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #tyla #bilboardwomeninmusic2025",8,"04/06/2025 09:12",https://www.instagram.com/reel/DIHIGZ1MUAF/,"IG reel",,Lifetime,188,155,3,0,0,0,
18327060733165406,17841446494080465,oigetit_sa,"Oigetit - South Africa","South African Political organisation, ActionSA has called for the deportation of South Africa-based Nigerian televangelist, Timothy Omotoso, following his acquittal on rape charges by the Gqeberha High Court.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #timothyomotoso #actionsa #gqeberha",0,"04/07/2025 00:19",https://www.instagram.com/p/DIIwDMJsmZS/,"IG image",,Lifetime,68,54,2,0,0,0,
18110804188477847,17841446494080465,oigetit_sa,"Oigetit - South Africa","Bafana Bafana are now amongst the best top 10 teams in Africa according to the latest FIFA rankings.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #bafanabafana #africa #fifaworldcup",16,"04/07/2025 07:40",https://www.instagram.com/reel/DIJia0nsjkO/,"IG reel",,Lifetime,54,42,2,0,0,0,
18051111191203289,17841446494080465,oigetit_sa,"Oigetit - South Africa","Sweet Guluva’s recent openness to receiving donations has surprised many fans, especially since he won R2 million on Big Brother Mzansi Season 5: Umlilo. On his TikTok, he clarified that he’s not asking for donations but is open to accepting them if fans choose to give.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #sweetguluva #bigbrother #bigbrothermzansi",30,"04/07/2025 09:05",https://www.instagram.com/reel/DIJr5ACMb76/,"IG reel",,Lifetime,134,123,1,0,0,0,
18041967737189457,17841446494080465,oigetit_sa,"Oigetit - South Africa","The former first lady opened up about her relationship with her husband after she refused to join him at Jimmy Carter’s funeral and President Donald Trump’s inauguration.

This article was fact checked by Oigetit, read more at the linkin.bio
.
. 
#oigetit #factcheck #obama #breakingnews #fakenewsfilter #relationship #marriage #rumours #hollywood #america",17,"04/10/2025 01:18",https://www.instagram.com/reel/DIQk126sIbZ/,"IG reel",,Lifetime,93,60,2,0,0,0,
18265606930282252,17841446494080465,oigetit_sa,"Oigetit - South Africa","German tourist Nick Frischke disappeared in Cape Town in February 2023, a year before Joshlin Smith went missing in Saldanha Bay.

This article was fact checked by Oigetit, read more at the linkin.bio

#oigetit #factcheck #german #tourist #capetown #trial #missing",0,"04/10/2025 06:59",https://www.instagram.com/p/DIRMLoRMLFM/,"IG image",,Lifetime,34,28,1,0,0,0,
17874721782302280,17841446494080465,oigetit_sa,"Oigetit - South Africa","The search for the next Miss South Africa is under way and actress Nirvana Nokwe has entered the competition.

This article was fact checked by Oigetit, read more at the linkin.bio
.
.
#oigetit #factcheck #missaa #misssouthafrica #actress",10,"04/10/2025 09:57",https://www.instagram.com/reel/DIRgZrnMKDi/,"IG reel",,Lifetime,56,28,2,0,0,0,
18064005095488263,17841446494080465,oigetit_sa,"Oigetit - South Africa","Actress and DJ Thuli Phongolo is set to make her long-awaited return to Generations: The Legacy

This article was fact checked by Oigetit, read more at the linkin.bio

#oigetit #factcheck #tv #generationsthelegacy #sabc1",0,"04/11/2025 00:59",https://www.instagram.com/p/DITHvtgslEp/,"IG image",,Lifetime,42,35,1,0,0,0,
17926920879048425,17841446494080465,oigetit_sa,"Oigetit - South Africa","Polygamist Musa Mseleku is expecting another child, as his fifth wife, Samke ‘MaKhwela’ Khwela, has announced that she is pregnant.

This article was fact checked by Oigetit, read more at the linkin.bio

#oigetit #factcheck #polygamy #wifelife #southafrica",0,"04/11/2025 06:54",https://www.instagram.com/p/DITwXS2MQcB/,"IG image",,Lifetime,183,160,5,0,0,0,
18033695117324833,17841446494080465,oigetit_sa,"Oigetit - South Africa","Fans are buzzing with excitement over the possibility of a musical collaboration between Grammy Award-winning stars Ciara and Tyla after Ciara expressed interest in working with the rising South African sensation.

This article was fact checked by Oigetit, read more at the linkin.bio
.
.
#oigetit #factcheck #ciara #tyla #water #collaboration #music #hollywood",13,"04/11/2025 10:16",https://www.instagram.com/reel/DIUGTReMr8k/,"IG reel",,Lifetime,60,44,3,0,0,0,
18089098702609319,17841446494080465,oigetit_sa,"Oigetit - South Africa","Entries for Miss South Africa (Miss SA) 2025 officially close soon (11 April at 18h00), marking the final call for aspiring contestants to become one of the country’s most influential voices and role models.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #misssa #misssa2025",29,"04/12/2025 23:51",https://www.instagram.com/reel/DIYJY5Vsxoj/,"IG reel",,Lifetime,102,78,1,0,0,0,
18276948259252290,17841446494080465,oigetit_sa,"Oigetit - South Africa","This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #coachella #tyla",31,"04/13/2025 05:06",https://www.instagram.com/reel/DIYtgtNsc4H/,"IG reel",,Lifetime,38,26,2,0,0,0,
18074004976836916,17841446494080465,oigetit_sa,"Oigetit - South Africa","This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #ultramusic #southafrica",23,"04/13/2025 09:33",https://www.instagram.com/reel/DIZMGeaspKO/,"IG reel",,Lifetime,23,18,2,0,0,0,
17857360497349387,17841446494080465,oigetit_sa,"Oigetit - South Africa","This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #southafrica #zar",0,"04/13/2025 23:48",https://www.instagram.com/p/DIauAukMXt5/,"IG image",,Lifetime,12,12,1,0,0,0,
17997555386783845,17841446494080465,oigetit_sa,"Oigetit - South Africa","Khanyi Mbau’s face has become a trending topic on social media again after she made a public appearance over the weekend.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #khanyimbau #thekhumalos",11,"04/14/2025 05:51",https://www.instagram.com/reel/DIbXexQsXZD/,"IG reel",,Lifetime,146,111,1,0,0,0,
18062986022491637,17841446494080465,oigetit_sa,"Oigetit - South Africa","This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #cricket #wtcfinal #southafrica",31,"04/14/2025 09:59",https://www.instagram.com/reel/DIbz3BksNrl/,"IG reel",,Lifetime,117,108,3,0,0,0,1
18488054011023127,17841446494080465,oigetit_sa,"Oigetit - South Africa","ust weeks after hosting Pride, the Cape Town Carnival had residents entertained with another street parade. But this time, it was the topless law enforcement officials and firefighters who had women – and men – drooling.

The carnival – which celebrates community, creativity, and culture – took place on Saturday, 15 March, along the Green Point Fan Walk.

This article was fact checked by Oigetit. Read more at Linkin.bio https://linkin.bio/oigetit_southafica/

#oigetit #oigetitfakenewsfilter #carnival #capetown",61,"03/18/2025 07:13",https://www.instagram.com/reel/DHV_UJciQ5i/,"IG reel",,Lifetime,74,49,5,0,0,0,
